"product_id","product_name","original_price","capacity","brand","top_note","heart_note","base_note","rating","number_of_raters","brand_id","selling_price","website_id"
320,Versace Dylan Turquoise 淡香水套裝 2件套,"490.00","2件裝",Versace,蜜柑香精、檸檬原生香精、粉紅胡椒,黑加侖、花蕾淨油、茉莉花花瓣、小蒼蘭、芭樂,千龍木、木質調,4.0,465.0,62,417.00,1
321,Elizabeth Arden 白茶山薑百合淡香水 100毫升,"500.00","100ml",Elizabeth Arden,佛手柑、橙花、柑橘,薑百合、紫羅蘭葉、白茶,香豆,NaN,NaN,66,408.00,1
322,Trussardi Pure Jasmine 迷你淡香精 7毫升,"65.00","7毫升",Trussardi,開心果，佛手柑、橙花,茉莉花油、玉蘭花、 mugane,香草、檀香、廣藿香,3.5,25.0,63,55.00,1
323,【網店限定】Cocod’or 香氛蠟燭 140克 蜜桃,"75.00",蜜桃,Cocod'or,NaN,NaN,NaN,NaN,NaN,33,52.00,1
324,Versace 落日夢曲女士淡香精 100毫升,"1,050.00","100毫升",Versace,苦橙、梨汁,紫色小蒼蘭,龍涎酮、雪松,NaN,NaN,62,788.00,1
325,Salvatore Ferragamo Signorina Libera 淡香精 100毫升,"1,050.00","100毫升",Salvatore Ferragamo,絲絨梨子、卡拉布里亞佛手柑、欖香,義大利鳶尾脂、玫瑰原精油、李子花蜜,羊絨木、降龍涎醚、粉紅糖香,0.0,NaN,8,945.00,1
326,【網店限定】Cocod’or 香氛蠟燭 140克 玫瑰花茶,"78.00",玫瑰花茶,Cocod'or,NaN,NaN,NaN,NaN,NaN,33,52.00,1
328,【網店限定】Melvita 有機百里香蜂蜜抗敏潤膚霜 175毫升,"260.00","175毫升",Melvita,NaN,NaN,NaN,NaN,NaN,1,195.00,1
329,【網店限定】Foellie 私密處護理香氛香水 性感茉莉 5毫升,"70.00","5毫升",Foellie,NaN,NaN,NaN,NaN,NaN,44,60.00,1
330,Chanel 邂逅噴式淡香水 100毫升,"1,290.00","100毫升",Chanel,風信子、白麝香,粉紅胡椒、茉莉、香根草、柑橘,鳶尾花、琥珀、廣藿香,NaN,NaN,32,1048.00,1
331,Mercedes-Benz Fresh 男士淡香水 100毫升,"785.00","100毫升",Mercedes-Benz,佛手柑、青蘋果、梨子,鼠尾草、白茶、雪松,癒創木、麝香、龍涎香醚,NaN,NaN,53,668.00,1
332,【網店限定】Naturally European 生薑青檸擴香瓶 100毫升,"235.00","100毫升",Naturally European,NaN,NaN,NaN,NaN,NaN,2,149.00,1
333,L’OCCITANE 乳木果潤膚露 250毫升,"250.00","250毫升",L'OCCITANE,NaN,NaN,NaN,NaN,NaN,7,160.00,1
334,Elizabeth Arden 綠茶櫻花淡香水 100毫升,"389.00","100毫升",Elizabeth Arden,甜杏仁、佛手柑精華、柑橘精華,白櫻花、綠茶、沙巴茉莉、白牡丹葉,黃葵、白樺、麝香,4.0,11813.0,66,278.00,1
335,Tous Man Sport 自我本色男性淡香水 100毫升,"650.00","100毫升",Tous,雪松、檸檬、醛香,薑、青蘋果、馬鞭草,大西洋香柏木、喀什米爾麝香、橡樹苔,4.0,121.0,6,553.00,1
336,Trussardi 尊爵男性淡香水 100毫升,"924.00","100毫升",Trussardi,意大利檸檬、海洋氣息、白松香、絲柏中調：,鳶尾花、梅子、紫羅蘭葉基調：,廣藿香、香根草、皮革,NaN,NaN,63,786.00,1
337,Cristiano Ronaldo CR7 GAME ON 男士淡香水 100毫升,"610.00","100毫升",Cristiano Ronaldo CR7,番木瓜、香脆蘋果、小荳寇碎冰,埃萊米、紫羅蘭露、杜松子、薰衣草,甜東卡豆、羊絨木、香柏木、癒創木,2.5,11.0,50,519.00,1
339,Salvatore Ferragamo Intense Leather 男士淡香精套裝 3件裝,"921.00","3件裝",Salvatore Ferragamo,橘子、粉紅胡椒、鼠尾草,蘋果、鳶尾,橡木苔、皮革,3.5,17.0,8,783.00,1
384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
340,Jaguar Era淡香水 100毫升,"548.00","100毫升",Jaguar,檸檬、橘子、佛手柑,莫吉托、天竺葵、薰衣草、小荳蔻、菠蘿、茴香、胡椒,檀香、麝香、廣藿香、弗吉尼亞雪松、琥珀,0.0,NaN,49,465.00,1
341,Tous Love Me The Onyx 香精 50毫升,"690.00","50毫升",Tous,牡丹、榛子、葡萄柚,黑蘭花,香草、香根草,NaN,NaN,6,488.00,1
342,Skybottle 白玫瑰香氛保濕身體乳 300毫升,"208.00","300毫升",Skybottle,NaN,NaN,NaN,NaN,NaN,56,160.00,1
343,Naturally European 乳香鼠尾草香薰及蠟燭套裝 2件裝,"138.00","2件裝",Naturally European,NaN,NaN,NaN,NaN,NaN,2,78.00,1
344,Elizabeth Arden 綠茶荔枝青檸淡香水 100毫升,"389.00","100毫升",Elizabeth Arden,柑橘、墨西哥青檸、荔枝,埃及天竺葵、玉蘭,綠茶、瑪黛茶,NaN,NaN,66,278.00,1
345,Versace Dylan Turquois 淡香水,"490.00 ~ 880.00",NaN,Versace,柑橘、檸檬、粉紅胡椒,番石榴、黑加侖子、茉莉花瓣、小蒼蘭,千龍木、木香、麝香,NaN,NaN,62,368.00,1
346,L’OCCITANE 乳木果柔香潤膚露 250毫升,"270.00","250毫升",L'OCCITANE,NaN,NaN,NaN,NaN,NaN,7,178.00,1
347,Tous Tous Gold 淡香精套裝 3件裝,"780.00","3件装",Tous,牡丹、橙,蝴蝶花、紅木,玫瑰木、麝香、鳶尾花及雪松木,NaN,NaN,6,663.00,1
348,Elizabeth Arden 白茶淡香水 100毫升,"500.00","100毫升",Elizabeth Arden,血橙、柑橘精油、佛手柑、冬梨,鈴蘭、睡蓮、山谷,零陵香豆，琥珀，木質香,4.0,5384.0,66,288.00,1
349,【網店限定】Abercrombie & Fitch Away 女士香水套裝 2件裝,"480.00","2件裝",Abercrombie & Fitch,NaN,NaN,NaN,0.0,NaN,57,403.00,1
350,【網店限定】Versace Dylan Turquois 淡香水套裝 2件裝,"490.00","2件裝",Versace,NaN,NaN,NaN,NaN,NaN,62,380.00,1
351,【網店限定】Aromas Artesanales de Antigua 薰衣草香薰及蠟燭套裝 2件裝,"235.00","2件裝",Aromas Artesanales De Antigua,NaN,NaN,NaN,NaN,NaN,24,128.00,1
352,【網店限定】Cocod’or 經典擴香瓶 玫瑰香水 200毫升,"118.00","200毫升",Cocod'or,蘋果、芒果、嫩葉香調,格拉斯玫瑰、清新香調、荷花,白松香、紫檀、麝香,NaN,NaN,33,79.00,1
353,Moschino Toy2 Pearl 淡香精 100毫升,"820.00","100毫升",Moschino,檸檬，檸檬雪葩，牛至草,茉莉，小蒼蘭，流沙香調,麝香，柏樹，香根草,3.5,1105.0,10,656.00,1
354,Tous 經典女士淡香水套裝 3件裝,"662.00","3件裝",Tous,紫羅蘭、黑醋栗、紫羅蘭葉、佛手柑、芫荽,茉莉花、黃牡丹、玫瑰、梔子花,白麝香、木質香、鳶尾花,NaN,NaN,6,563.00,1
355,【網店限定】Cocod’or 白茉莉白標藤條香薰 200毫升,"125.00","200毫升",Cocod'or,佛手柑、橙葉,茉莉花、白玫瑰、紫羅蘭,香草、紫檀,NaN,NaN,33,99.00,1
356,Banana Republic Icon Collection Peony & Peppercorn 淡香精 75毫升,"822.00",Peony Peppercom,Banana Republic,粉紅胡椒、佛手柑,粉紅色牡丹、玫瑰花瓣,開司米木,3.5,51.0,12,699.00,1
357,【網店限定】Cocod’or 海洋系列清新微風香薰 200毫升,"125.00","200毫升",Cocod'or,柑橘、檸檬,百合、洗衣香、天芥香,香草,NaN,NaN,33,99.00,1
358,Salvatore Ferragamo Storie Di Seta Foreste di Seta 淡香精 100毫升,"910.00","100毫升",Salvatore Ferragamo,鼠尾草,堅果,香根草油,0.0,NaN,8,819.00,1
359,Cristiano Ronaldo CR7 Play It Cool身體噴霧 150毫升,"110.00","150毫升",Cristiano Ronaldo CR7,佛手柑、橘子、梨,荳蔻、薰衣草、海洋成分,琥珀木、麝香,3.0,22.0,50,90.00,1
360,Mercedes-Benz Man Blue 男士迷你淡香水 5毫升,"68.00","5毫升",Mercedes-Benz,胡椒，柑橘，佛手柑。,熏衣草，廣藿香，東卡豆。,香根草，琥珀。,0.0,NaN,53,58.00,1
361,Anna Sui 綺幻飛行淡香水 5毫升,"62.00","5毫升",Anna Sui,NaN,NaN,NaN,NaN,NaN,26,59.00,1
362,【網店限定】Cocod’or 水香皂黑金香薰 200毫升,"145.00","200毫升",Cocod'or,青檸,紫羅蘭、玫瑰,檀香,NaN,NaN,33,129.00,1
363,【網店限定】Aromas Artesanales de Antigua 橙花香薰及蠟燭套裝 2件裝,"235.00","2件裝",Aromas Artesanales De Antigua,NaN,NaN,NaN,NaN,NaN,24,128.00,1
364,Banana Republic Icon Gardenia & Cardamom Woods 淡香精 75毫升,"822.00","75毫升",Banana Republic,栀子花和橘子。,晚香玉，小豆蔻，茉莉， 依蘭， 木蘭，康乃馨和玫瑰。,琥珀和木質香。,NaN,NaN,12,699.00,1
365,Tous LoveMe The Emerald Elixir香水 50毫升,"690.00","50毫升",Tous,梨、甜橙、葡萄柚,茉莉、金銀花、紫羅蘭,廣藿香、香草,NaN,NaN,6,488.00,1
366,Anna Sui 許願精靈迷你淡香水 5毫升,"62.00","5毫升",Anna Sui,檸檬、桃子、哈密瓜,黑加侖子、鳳梨,橡木、白琥珀、木質香,NaN,NaN,26,59.00,1
367,【網店限定】Cocod’or 香氛蠟燭 140克 純棉花香,"78.00",純棉花香,Cocod'or,NaN,NaN,NaN,NaN,NaN,33,52.00,1
368,【網店限定】Cocod’or Aqua Savon 白標藤條香薰 200毫升,"125.00","200毫升",Cocod'or,NaN,NaN,柑橘、木香,NaN,NaN,33,99.00,1
369,Mercedes-Benz Sign Your Attitude男士淡香水 100毫升,"800.00","100毫升",Mercedes-Benz,佛手柑、柑橘、生薑,薰衣草、柏樹、肉桂、肉豆蔻,琥珀木,0.0,NaN,53,680.00,1
372,Trussardi Pure Jasmine 淡香精套裝 2件裝,"676.00","2件裝",Trussardi,開心果，佛手柑，橙花,茉莉花油,香草，檀香木，廣藿,3.5,25.0,63,508.00,1
373,【網店限定】Cocod’or 經典擴香瓶 可愛牡丹 200毫升,"117.00","200毫升",Cocod'or,白檸檬、西洋梨,玫瑰、木蘭、紫羅蘭、牡丹,粉香,NaN,NaN,33,79.00,1
374,L’OCCITANE 玫瑰潤膚露 250毫升,"260.00","250毫升",L'OCCITANE,NaN,NaN,NaN,NaN,NaN,7,160.00,1
375,Tous Gold 濃香氛 30毫升,"490.00","30毫升",Tous,NaN,NaN,NaN,NaN,NaN,6,417.00,1
376,【網店限定】Cocod’or 檸檬香薰 100毫升,"94.00","100毫升",Cocod'or,檸檬、檸檬皮、青檸,薄荷、桉樹,苔蘚、常青樹、泥土香,NaN,NaN,33,60.00,1
377,Eleanor 牡丹與麂絨潤膚乳霜 280克,"285.00","280克",Eleanor,NaN,NaN,NaN,NaN,NaN,52,228.00,1
378,Salvatore Ferragamo 菲凡之旅男士淡香水 100 毫升,"690.00","100毫升",Salvatore Ferragamo,粉紅胡椒、柑橘皮、檸檬花,海洋香、薑、豆蔻,香根草、白雪松、麝香,NaN,NaN,8,587.00,1
379,TOUS Touch The Luminous Gold淡香氛(清新芬芳花香調) 30毫升,"540.00","30毫升",Tous,檸檬、桂花、黑醋果、粉紅胡椒,晚香玉、玫瑰、茉莉、蓮花,奶油木、天鵝絨,3.0,26.0,6,248.00,1
380,Marina De Bourbon Symbol For A Lady淡香精套裝 2件裝,"820.00","2件裝",Marina De Bourbon,柑橘、葡萄柚,茉莉、風信子、蝴蝶花,麝香、雪松、琥珀,0.0,NaN,48,598.00,1
382,Tous Man Sport 男士淡香水套裝 2件裝,"690.00","2件裝",Tous,雪松、檸檬、醛香,薑、青蘋果、馬鞭草,大西洋香柏木、喀什米爾麝香、橡樹苔,4.0,121.0,6,587.00,1
385,Abercrombie & Fitch Authentic Self 男士香水 100毫升,"889.00","100毫升",Abercrombie & Fitch,絲柏，中國生薑，危地馬垃荳蔻,小蒼蘭，紫羅蘭，埃及天竺葵,馬達加斯香草，巴西零陵香 豆，加弗吉尼亞雪松,0.0,NaN,57,756.00,1
386,【網店限定】Aromas Artesanales de Antigua 白茉莉香薰及蠟燭套裝 2件裝,"235.00","2件裝",Aromas Artesanales De Antigua,NaN,NaN,NaN,NaN,NaN,24,128.00,1
387,【網店限定】Cocod’or 薰衣草香薰 100毫升,"94.00","100毫升",Cocod'or,佛手柑、蘋果、依蘭香,棉花、薰衣草,麝香,NaN,NaN,33,60.00,1
388,Urban Rituelle 植物保濕潤膚乳 柑桔羅勒 500毫升,"328.00","500毫升",Urban Rituelle,NaN,NaN,NaN,NaN,NaN,46,160.00,1
389,adopt' 清悠白茶淡香精 30毫升,"130.00","30毫升",adopt',白茶、葡萄柚、柳丁。,鳶尾花、玫瑰、胡椒。,琥珀、木質香。,NaN,NaN,54,99.00,1
390,Banana Republic Icon Collection Metal Rain 淡香精 75毫升,"822.00",Metal Rain,Banana Republic,羅勒、檸檬、紫羅蘭葉、黑醋栗,薰衣草、綠茶、松香 • 基調：,羊絨森林,NaN,NaN,12,699.00,1
391,Tous LoveMe 淡香精套裝 3件裝,"900.00","3件装",Tous,荔枝、葡萄柚、粉紅胡椒,牡丹、玫瑰、茉莉花瓣,雪松木、羊絨、慕斯水晶,3.5,232.0,6,765.00,1
392,Swiss Army For Her Lilac Jasmine 淡香水 100毫升,"620.00","100毫升",Swiss Army,黑莓,阿爾卑斯茉莉,廣藿香、木質香,NaN,NaN,21,527.00,1
393,Salvatore Ferragamo 假期限定版Signorina香水 50毫升,"800.00","50毫升",Salvatore Ferragamo,粉紅胡椒、黑醋栗,玫瑰、茉莉、牡丹,意式奶酪、麝香、廣藿香,NaN,NaN,8,598.00,1
394,Skybottle 星夜依蘭香氛保濕身體乳 300毫升,"208.00","300毫升",Skybottle,NaN,NaN,NaN,NaN,NaN,56,160.00,1
395,【網店限定】Cocod’or 香脂雪松白標藤條香薰 200毫升,"125.00","200毫升",Cocod'or,NaN,NaN,NaN,NaN,NaN,33,99.00,1
396,【網店限定】Cocod’or 日落玫瑰白標藤條香熏 200毫升,"125.00","200毫升",Cocod'or,NaN,NaN,NaN,NaN,NaN,33,99.00,1
397,【網店限定】Cocod’or 黑櫻桃香薰 100毫升,"94.00","100毫升",Cocod'or,青蘋果、柑橘,無花果葉、黑櫻桃,奶油、天芥菜、麝香,NaN,NaN,33,65.00,1
398,Elizabeth Arden 綠茶油桃花淡香水 100毫升,"385.00","100毫升",Elizabeth Arden,桃子、綠茶、異國水果、佛手柑,油桃、綠茶、油桃花,馥鬱香,NaN,NaN,66,278.00,1
399,Mercedes-Benz Man男士淡香水套裝 2件裝,"680.00","2件裝",Mercedes-Benz,梨子、麝香錦葵,天竺葵、雪松葉,苔蘚、花梨木,NaN,NaN,53,578.00,1
400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
401,Marina De Bourbon My Dynastie Princess 淡香精套裝 2件裝,"560.00","2件裝",Marina De Bourbon,卡拉曼西檸檬皮、竹葉、青蘋果,百合、白玫瑰、風信子、茉莉,雪松、琥珀、白麝香,0.0,NaN,48,368.00,1
402,Elizabeth Arden 白茶生薑百合身體霜 400毫升,"255.00","400毫升",Elizabeth Arden,NaN,NaN,NaN,NaN,NaN,66,159.00,1
403,Trussardi Pure Jasmine 淡香精套裝 3件裝,"680.00","3件裝",Trussardi,開心果，佛手柑，橙花,茉莉花油,"香草，檀香木，廣藿""",3.5,25.0,63,508.00,1
404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
405,Tous LoveMe The Sliver香精 50毫升,"690.00","50毫升",Tous,柑橘、梨子、桃子,茉莉、玫瑰、晚香玉,琥珀,0.0,NaN,6,587.00,1
406,【網店限定】Aromas Artesanales de Antigua 薰衣草身體霜 130毫升,"106.00","130毫升",Aromas Artesanales De Antigua,NaN,NaN,NaN,NaN,NaN,24,58.00,1
407,【網店限定】Cocod’or 黑櫻桃大豆蠟燭 130克,"99.00","130克",Cocod'or,NaN,NaN,NaN,NaN,NaN,33,85.00,1
408,Urban Rituelle 植物保濕潤膚乳 檸檬草 500毫升,"328.00","500毫升",Urban Rituelle,NaN,NaN,NaN,NaN,NaN,46,160.00,1
409,Urban Rituelle 大豆香氛蠟燭 (檸檬草) 140克,"298.00","140克",Urban Rituelle,NaN,NaN,NaN,NaN,NaN,46,128.00,1
410,Salvatore Ferragamo Signorina 淡香精套裝,"1,100.00","3件裝",Salvatore Ferragamo,杏仁、荔枝,白米、玫瑰花油,牛奶慕絲、喀什米爾木,3.5,11.0,8,935.00,1
411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
416,【網店限定】Cocod’or 花園薰衣草香氛蠟燭 170克,"78.00","170克",Cocod'or,NaN,NaN,NaN,NaN,NaN,33,52.00,1
417,Tous Your Moments淡香水套裝 2件裝,"600.00","2件裝",Tous,黑莓、杏子、蜜橘及小豆蔻,茉莉花、鈴蘭和牡丹,廣藿香,3.5,34.0,6,510.00,1
419,Guess Seductive Blue淡香水 75毫升,"742.00","75毫升",Guess,梨、佛手柑,小蒼蘭、牡丹花瓣、仙客來、玫瑰水,琥珀、李子、木質香,3.5,23.0,34,631.00,1
420,【網店限定】Cocod’or 森林小屋黑金香薰 200毫升,"145.00","200毫升",Cocod'or,薑、八角,松木、柏木,廣藿香,NaN,NaN,33,129.00,1
421,Mercedes-Benz The Move Express Yourself 男士淡香水 100毫升,"715.00","100毫升",Mercedes-Benz,薄荷,菠蘿,琥珀,0.0,NaN,53,608.00,1
422,Cocod'or 檸檬香薰 200毫升,"118.00","200毫升",Cocod'or,NaN,NaN,NaN,NaN,NaN,33,79.00,1
423,Tous 經典女士香水套裝 3件套,"780.00","3件套",Tous,黑醋栗葉、紫羅蘭、佛手柑、芫荽、玫瑰木,茉莉花、黃牡丹、玫瑰、梔子花、橙花,木香、鳶尾花,NaN,NaN,6,663.00,1
424,Sanrio Hello Kitty 吊掛式香氛片 百合 3片裝,"59.00",Hello Kitty,Sanrio,NaN,NaN,NaN,0.0,NaN,58,45.00,1
425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
426,【網店限定】Skybottle 葡萄柚鈴蘭香氛保濕身體乳 300毫升,"208.00","300毫升",Skybottle,葡萄柚,鈴蘭,沉香,NaN,NaN,56,188.00,1
427,Guess UOMO淡香水 100毫升,"742.00","100毫升",Guess,葡萄柚、小荳蔻、薰衣草,藏紅花、天竺葵、鼠尾草,NaN,0.0,NaN,34,631.00,1
428,Urban Rituelle 植物保濕潤膚乳 柑桔天竺葵 500毫升,"328.00","500毫升",Urban Rituelle,NaN,NaN,NaN,NaN,NaN,46,160.00,1
429,Marina De Bourbon Cristal Royal Rose淡香精套裝 2件裝,"630.00","2件裝",Marina De Bourbon,檸檬、梨、玫瑰,桃子、紫羅蘭、小蒼蘭,雪松木、麝香、龍涎香醚,4.0,57.0,48,498.00,1
434,Hermes 大地男性淡香水 100亳升,"1,085.00",NaN,Hermès,葡萄柚、香橙,天竺葵、玫瑰、廣藿香,安息香、雪松、香根草、甜椒,NaN,NaN,17,649.00,1
430,【網店限定】Cocod’or 香氛蠟燭 迎春花140克,"78.00","130克",Cocod'or,NaN,NaN,NaN,NaN,NaN,33,52.00,1
431,【網店限定】Aromas Artesanales de Antigua 玫瑰身體霜 130毫升,"106.00","130毫升",Aromas Artesanales De Antigua,NaN,NaN,NaN,NaN,NaN,24,58.00,1
432,Rohto 樂敦Z! 冰爽抗疲潤眼液 12毫升,"59.90","12毫升",Rohto,NaN,NaN,NaN,NaN,NaN,23,55.90,1
438,Diptyque 希臘無花果香調淡香水 50毫升,"880.00",NaN,Diptyque,無花果葉、無花果,椰子、綠葉,雪松、木質香、無花果樹,NaN,NaN,59,660.00,1
440,Davidoff Cool Water 冷水男士淡香水 75毫升,"515.00",NaN,Davidoff,薄荷、草木香調、薰衣草、香菜、迷迭香,天竺葵、橙花、茉莉、檀香,雪松、麝香、琥珀、煙草,4.0,21752.0,29,149.00,1
441,Jo Malone 香水組合套裝 2件裝,"1,320.00",NaN,Jo Malone,藍風鈴,柿子,白麝香,NaN,NaN,14,829.00,1
443,【網店限定】Acqua Di Parma 藍色地中海阿瑪非無花果淡香水 75毫升,"1,370.00",NaN,Acqua Di Parma,清甜多汁的葡萄柚、香檸檬、檸檬、香櫞，果香凝聚，盪漾香甜。,微微辛辣的粉紅胡椒、茉莉、無花果，糅合剛性與柔美的香調。,NaN,NaN,NaN,31,599.00,1
444,【網店限定】Penhaligon’s 令人垂涎的公爵夫人女士淡香精 75毫升,"2,400.00",NaN,Penhaligon'S,柑橘,玫瑰,麝香木,NaN,NaN,15,1800.00,1
445,Chanel Chance Eau Tendre 香水 100毫升,"1,580.00",NaN,Chanel,NaN,玫瑰、茉莉•基調:,白麝香,4.0,12404.0,32,1348.00,1
446,Narciso Rodriguez Pure Musc For Her 淡香精 100毫升,"1,200.00",NaN,Narciso Rodriguez,麝香,茉莉花，橙花,琥珀，喀什米爾木,4.0,3529.0,5,1080.00,1
447,【網店限定】4711 血橙羅勒古龍水 50毫升,"215.00",NaN,"4711",NaN,NaN,NaN,NaN,NaN,60,172.00,1
448,【網店限定】Chloé 仙境花園系列 木蘭詩語淡香精 50毫升,"1,070.00",NaN,Chloé,NaN,NaN,NaN,NaN,NaN,64,642.00,1
540,Coach Floral 迷你淡香水 4.5毫升,"85.00",NaN,Coach,柑橘、菠蘿冰沙,牡丹、苿莉花,奶油木香,NaN,NaN,9,59.00,1
449,Narciso Rodriguez For Her 淡香水 100毫升,"1,060.00",NaN,Narciso Rodriguez,橙花、桂花、香檸檬。,麝香、琥珀。,廣藿香、香草、香根草。,4.0,15983.0,5,954.00,1
433,Le Labo Santal 33 淡香精 100毫升,"2,270.00",NaN,LE LABO,鳶尾花,紫羅蘭、荳蔻、紙莎草,龍涎香、雪松、琥珀、檀香木,4.0,20574.0,43,1816.00,1
451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
435,Le Labo Santal 33 淡香精 50毫升,"1,560.00",NaN,LE LABO,鳶尾花,紫羅蘭、荳蔻、紙莎草,龍涎香、雪松、琥珀、檀香木,NaN,NaN,43,1170.00,1
436,Le Labo Another 13淡香精 50毫升,"1,560.00",NaN,LE LABO,麝葵籽、茉莉,麝香、梨,龍涎香、苔蘚,4.0,7600.0,43,1170.00,1
442,Yves Saint Laurent Libre EDP 香水 90毫升,"1,420.00",NaN,Yves Saint Laurent (YSL),NaN,NaN,NaN,3.0,12733.0,27,888.00,1
464,Christian Dior Miss Dior Wake up for Love 香水 30毫升,"835.00",NaN,Dior,鈴蘭、牡丹、鳶尾花、翠綠露水,五月玫瑰,麝香木、巴布亞香草、安息香、零陵香豆、檀木,NaN,NaN,39,574.00,1
469,Le Labo 玫瑰31淡香精 100毫升,"2,270.00",NaN,LE LABO,玫瑰、孜然,玫瑰、香根草、雪松,乳香、烏木沉香,NaN,NaN,43,1589.00,1
457,【網店限定】Yves Saint Laurent Libre EDP 香水50毫升,"1,135.00",NaN,Yves Saint Laurent (YSL),NaN,NaN,NaN,NaN,NaN,27,794.00,1
494,Davidoff 冷泉女性香水100毫升,"710.00",NaN,Davidoff,清新的水果基調融合了柑桔、黑醋栗、鳳梨和蜜瓜的香甜果香，,伴隨著淡雅的水生植物荷花及蓮花的清香。同時俱備了動感與平靜時的喜悅。,濃郁的花香融合了五月玫瑰、茉莉，充份混合後的香味讓您的心靈更接近Cool Water Woman。更令女人柔美纖細的特質沉浮於粼粼波光中。,NaN,NaN,29,205.00,1
496,Cristiano Ronaldo CR7男士淡香水套裝 3件裝,"715.00",NaN,Cristiano Ronaldo CR7,NaN,肉桂、雪松、煙草,甜東卡豆、羊絨木、香柏木、癒創木,3.5,41.0,50,348.00,1
497,Bentley Momentum Unbreakable 男士淡香精 100毫升,"820.00",NaN,Bentley,紫羅蘭葉、橘子香、薰衣草,蠟菊、天竺葵、鳶尾花,海地香根草、紙莎草、廣藿香、Dreamwood©,0.0,NaN,11,697.00,1
498,TOUS Pink Baby 香水 100毫升,"560.00",NaN,Tous,佛手柑、橙花、覆盆子,木蘭花、櫻花、牡丹,木質香,NaN,NaN,6,476.00,1
499,Elizabeth Arden Fragrance 綠茶淡香精 30亳升,"142.00",NaN,Elizabeth Arden,NaN,NaN,NaN,NaN,NaN,66,58.00,1
502,Marina De Bourbon My Dynastie Princess 淡香精套裝 3件裝,"590.00",NaN,Marina De Bourbon,檸檬、蘋果、金橘、四季橘,白玫瑰、粉色風信子,竹子、琥珀、雪松木,0.0,NaN,48,368.00,1
503,Versace 噴式淡香水 30毫升,"490.00",NaN,Versace,NaN,NaN,NaN,NaN,NaN,62,343.00,1
504,Diptyque 維堤里歐淡香水 100毫升,"1,220.00",NaN,Diptyque,香檸檬、葡萄柚、檸檬、橘子,依蘭、玫瑰、胡蘿蔔籽、肉荳蔻、公丁香,香根草、雪松,NaN,NaN,59,899.00,1
505,Diptyque 希臘無花果香調淡香精 75毫升,"1,420.00",NaN,Diptyque,無花果葉、無花果,椰子、綠葉,雪松、無花果樹、木質香,NaN,NaN,59,989.00,1
506,Giorgio Armani My Way 香水 50毫升,"960.00",NaN,Giorgio Armani,佛手柑、橙花,晚香玉、茉莉花,雪松、香草、白麝香,4.0,19046.0,25,686.00,1
507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
508,【網店限定】Davidoff 冷泉女性香水 30毫升,"355.00",NaN,Davidoff,清新的水果基調融合了柑桔、黑醋栗、鳳梨和蜜瓜的香甜果香，,伴隨著淡雅的水生植物荷花及蓮花的清香。同時俱備了動感與平靜時的喜悅。,濃郁的花香融合了五月玫瑰、茉莉，充份混合後的香味讓您的心靈更接近Cool Water Woman。更令女人柔美纖細的特質沉浮於粼粼波光中。,NaN,NaN,29,98.00,1
1,Chanel BLEU DE CHANEL男士淡香精 100毫升,"1,150.00","100毫升",Chanel,NaN,NaN,NaN,4.0,5340.0,32,990.00,1
3,Maison Margiela 慵懶週日清晨淡香水 100毫升,"1,420.00","100毫升",Maison Margiela,鈴蘭、黃葵子,鳶尾花、玫瑰花瓣、橙花,廣藿香、白木、白麝香,NaN,NaN,61,805.00,1
4,Calvin Klein One 淡香水 100亳升,"510.00","100亳升",Calvin Klein,佛手柑、荳蔻、新鮮鳳梨、木瓜、檸檬,茉莉花、鈴蘭、玫瑰、肉荳蔻、百合、鳶尾草,麝香、琥珀、檀香、雪松、橡木苔,4.0,19341.0,65,155.00,1
6,Jo Malone 英國梨與小蒼蘭古龍水 30亳升,"670.00","30亳升",Jo Malone,英國梨,小蒼蘭,廣藿香,NaN,NaN,14,399.00,1
8,Maison Margiela 迷你淡香水禮盒 5件裝,"589.00","5件裝",Maison Margiela,粉紅胡椒、橙花、公丁香,板栗、杜松,蘇合香脂、煙草葉、香草豆,NaN,NaN,61,469.00,1
9,【網店限定】Jo Malone 青檸、羅勒與柑橘古龍水,"640.00 ~ 1,155.00",NaN,Jo Malone,柑橘、青檸,羅勒,琥珀木、檀香木、雪松木,NaN,NaN,14,396.00,1
11,【網店限定】Maison Margiela 壁爐火光淡香水 100毫升,"1,260.00","100毫升",Maison Margiela,粉紅胡椒、橙花、公丁香,板栗、杜松,香草、秘魯香脂、喀什米爾木,NaN,NaN,61,805.00,1
12,Jo Malone 英國梨與小蒼蘭古龍水 100亳升,"1,405.00","100亳升",Jo Malone,英國梨,小蒼蘭,廣藿香,NaN,NaN,14,690.00,1
